,W
8448,0.022466800000000002
8449,0.0224665
8450,0.0224649
8451,0.0224622
8452,0.0224606
8453,0.0224612
8454,0.022460900000000002
8455,0.022461000000000002
8456,0.0224618
8457,0.0224618
8458,0.022462799999999998
8459,0.022463099999999996
8460,0.0224634
8461,0.0224648
8462,0.022466999999999997
8463,0.0224672
8464,0.0224667
8465,0.0224647
8466,0.022463
8467,0.022460900000000002
8468,0.022461000000000002
8469,0.022461000000000002
8470,0.0224612
8471,0.0224621
8472,0.0224617
8473,0.022463099999999996
8474,0.0224642
8475,0.0224656
8476,0.0224665
8477,0.0224672
8478,0.022466999999999997
8479,0.022465
8480,0.022463099999999996
8481,0.0224613
8482,0.0224607
8483,0.022460499999999998
8484,0.0224617
8485,0.022462700000000002
8486,0.022463999999999998
8487,0.0224644
8488,0.0224647
8489,0.0224669
8490,0.022469299999999998
8491,0.0224707
8492,0.0224705
8493,0.0224694
8494,0.0224673
8495,0.022464599999999998
8496,0.0224632
8497,0.022461599999999998
8498,0.022462400000000004
8499,0.0224637
8500,0.0224643
8501,0.0224643
8502,0.022465099999999998
8503,0.0224652
8504,0.022466099999999996
8505,0.022468400000000003
8506,0.022468900000000003
8507,0.0224692
8508,0.0224683
8509,0.0224667
8510,0.0224649
8511,0.022465
8512,0.0224647
8513,0.0224644
8514,0.0224647
8515,0.022464500000000002
8516,0.0224652
8517,0.022466099999999996
8518,0.022466200000000002
8519,0.0224671
8520,0.022466
8521,0.0224655
8522,0.022466200000000002
8523,0.022465400000000003
8524,0.022463999999999998
8525,0.0224632
8526,0.0224633
8527,0.0224637
8528,0.0224647
8529,0.0224649
8530,0.0224652
8531,0.0224665
8532,0.0224667
8533,0.022466999999999997
8534,0.0224686
8535,0.0224673
8536,0.0224672
8537,0.022465799999999998
8538,0.022463999999999998
8539,0.0224642
8540,0.0224642
8541,0.022464599999999998
8542,0.0224652
8543,0.0224647
8544,0.0224644
8545,0.0224641
8546,0.0224648
8547,0.022465400000000003
8548,0.0224652
8549,0.0224653
8550,0.022465
8551,0.022463900000000002
8552,0.022462400000000004
8553,0.0224612
8554,0.0224622
8555,0.0224629
8556,0.022463499999999997
8557,0.0224632
8558,0.0224643
8559,0.0224643
8560,0.0224647
8561,0.022465400000000003
8562,0.022466200000000002
8563,0.0224671
8564,0.022466299999999998
8565,0.0224647
8566,0.022463
8567,0.02246
8568,0.0224603
8569,0.0224598
8570,0.0224606
8571,0.0224617
8572,0.022461500000000002
8573,0.0224618
8574,0.0224632
8575,0.0224637
8576,0.022465799999999998
8577,0.0224678
8578,0.0224685
8579,0.0224673
8580,0.0224656
8581,0.0224641
8582,0.022462299999999998
8583,0.022462
8584,0.022462700000000002
8585,0.0224637
8586,0.0224634
8587,0.0224642
8588,0.022465099999999998
8589,0.0224667
8590,0.022469299999999998
8591,0.0224701
8592,0.02247
8593,0.0224685
8594,0.022466
8595,0.0224632
8596,0.0224622
8597,0.0224621
8598,0.0224629
8599,0.022463099999999996
8600,0.0224648
8601,0.0224665
8602,0.022468799999999997
8603,0.0224704
8604,0.0224727
8605,0.0224747
8606,0.0224745
8607,0.0224718
8608,0.022468900000000003
8609,0.022466200000000002
8610,0.0224648
8611,0.0224637
8612,0.022463900000000002
8613,0.022465
8614,0.0224669
8615,0.0224667
8616,0.0224678
8617,0.0224687
8618,0.0224717
8619,0.0224737
8620,0.0224739
8621,0.0224726
8622,0.0224696
8623,0.022466200000000002
8624,0.0224648
8625,0.0224633
8626,0.022463
8627,0.022463
8628,0.022463999999999998
8629,0.0224657
8630,0.022466800000000002
8631,0.022466800000000002
8632,0.0224694
8633,0.0224702
8634,0.022471500000000002
8635,0.0224729
8636,0.0224712
8637,0.0224672
8638,0.0224643
8639,0.0224632
8640,0.022463
8641,0.022462799999999998
8642,0.022463499999999997
8643,0.0224649
8644,0.022466
8645,0.022466
8646,0.0224667
8647,0.022466999999999997
8648,0.022469
8649,0.0224672
8650,0.0224652
8651,0.0224636
8652,0.0224622
8653,0.0224603
8654,0.022460900000000002
8655,0.0224618
8656,0.0224622
8657,0.0224629
8658,0.022463999999999998
8659,0.022465
8660,0.0224667
8661,0.0224696
8662,0.0224708
8663,0.022471400000000002
8664,0.022469799999999998
8665,0.022466999999999997
8666,0.022463999999999998
8667,0.0224617
8668,0.022460499999999998
8669,0.022461000000000002
8670,0.0224607
8671,0.0224622
8672,0.0224626
8673,0.0224638
8674,0.022465
8675,0.0224667
8676,0.022469799999999998
8677,0.0224708
8678,0.0224707
8679,0.0224685
8680,0.022465099999999998
8681,0.0224636
8682,0.0224632
8683,0.0224622
8684,0.022462799999999998
8685,0.0224644
8686,0.0224644
8687,0.0224666
8688,0.022468900000000003
8689,0.0224713
8690,0.022474400000000002
8691,0.0224762
8692,0.0224755
8693,0.0224722
8694,0.022468099999999998
8695,0.022463999999999998
8696,0.022462299999999998
8697,0.0224614
8698,0.0224622
8699,0.022462299999999998
8700,0.022463499999999997
8701,0.0224656
8702,0.022468099999999998
8703,0.0224708
8704,0.0224732
8705,0.0224747
8706,0.022474400000000002
8707,0.022472299999999997
8708,0.0224685
8709,0.0224666
8710,0.0224649
8711,0.022463999999999998
8712,0.0224647
8713,0.0224649
8714,0.022466
8715,0.022466999999999997
8716,0.0224695
8717,0.022471599999999998
8718,0.0224733
8719,0.022474599999999997
8720,0.0224737
8721,0.0224705
8722,0.0224664
8723,0.0224633
8724,0.022462299999999998
8725,0.022462799999999998
8726,0.0224636
8727,0.022463999999999998
8728,0.0224656
8729,0.022466099999999996
8730,0.022466299999999998
8731,0.022468799999999997
8732,0.022471900000000003
8733,0.0224734
8734,0.0224745
8735,0.022472799999999998
8736,0.022469299999999998
8737,0.022466099999999996
8738,0.0224638
8739,0.022463499999999997
8740,0.022464500000000002
8741,0.0224642
8742,0.0224659
8743,0.0224664
8744,0.022466099999999996
8745,0.0224673
8746,0.0224685
8747,0.0224685
8748,0.0224673
8749,0.0224659
8750,0.0224642
8751,0.022462400000000004
8752,0.022462700000000002
8753,0.0224617
8754,0.022463
8755,0.022463
8756,0.0224642
8757,0.0224648
8758,0.0224653
8759,0.0224675
8760,0.0224686
8761,0.0224713
8762,0.0224727
8763,0.0224708
8764,0.022467400000000002
8765,0.022463900000000002
8766,0.0224614
8767,0.022460900000000002
8768,0.022460900000000002
8769,0.022463
8770,0.022463900000000002
8771,0.022463999999999998
8772,0.0224648
8773,0.022465799999999998
8774,0.0224655
8775,0.022467700000000004
8776,0.0224686
8777,0.0224682
8778,0.022467700000000004
8779,0.0224653
8780,0.0224632
8781,0.022462700000000002
8782,0.022462799999999998
8783,0.022464500000000002
8784,0.022465400000000003
8785,0.022466800000000002
8786,0.0224685
8787,0.0224683
8788,0.0224702
8789,0.022472299999999997
8790,0.0224726
8791,0.0224722
8792,0.0224701
8793,0.022466800000000002
8794,0.0224638
8795,0.022462299999999998
8796,0.0224625
8797,0.0224629
8798,0.0224633
8799,0.0224642
8800,0.022464599999999998
8801,0.022466999999999997
8802,0.0224686
8803,0.022470900000000002
8804,0.022473
8805,0.022472400000000003
8806,0.0224731
8807,0.0224706
8808,0.022467400000000002
8809,0.022466200000000002
8810,0.0224653
8811,0.0224657
8812,0.0224655
8813,0.0224667
8814,0.022467400000000002
8815,0.0224679
8816,0.022469
8817,0.022471099999999997
8818,0.0224722
8819,0.0224726
8820,0.0224721
8821,0.0224696
8822,0.0224672
8823,0.022463900000000002
8824,0.022463900000000002
8825,0.022465
8826,0.0224655
8827,0.0224666
8828,0.0224685
8829,0.0224692
8830,0.0224703
8831,0.022471500000000002
8832,0.0224733
8833,0.022475
8834,0.0224761
8835,0.0224738
8836,0.022470900000000002
8837,0.022467700000000004
8838,0.022466099999999996
8839,0.022466099999999996
8840,0.0224653
8841,0.022466099999999996
8842,0.022465799999999998
8843,0.0224664
8844,0.022466999999999997
8845,0.0224673
8846,0.0224687
8847,0.0224675
8848,0.022466200000000002
8849,0.0224664
8850,0.0224648
8851,0.0224629
8852,0.0224629
8853,0.022463
8854,0.022463499999999997
8855,0.0224647
8856,0.0224647
8857,0.022464500000000002
8858,0.022465099999999998
8859,0.0224653
8860,0.0224679
8861,0.0224686
8862,0.0224692
8863,0.022467700000000004
8864,0.0224647
8865,0.0224617
8866,0.022460400000000002
8867,0.022460900000000002
8868,0.022461500000000002
8869,0.0224629
8870,0.0224642
8871,0.022463999999999998
8872,0.0224647
8873,0.0224667
8874,0.022468000000000002
8875,0.022471400000000002
8876,0.0224718
8877,0.0224713
8878,0.0224678
8879,0.022465799999999998
8880,0.022463900000000002
8881,0.0224633
8882,0.022463499999999997
8883,0.0224641
8884,0.022465
8885,0.022465799999999998
8886,0.0224671
8887,0.022468099999999998
8888,0.0224704
8889,0.0224731
8890,0.0224722
8891,0.0224704
8892,0.022467700000000004
8893,0.0224653
8894,0.0224644
8895,0.022463499999999997
8896,0.022463999999999998
8897,0.022463900000000002
8898,0.0224655
8899,0.022465799999999998
8900,0.0224669
8901,0.0224687
8902,0.0224713
8903,0.0224737
8904,0.022474
8905,0.0224734
8906,0.0224713
8907,0.0224682
8908,0.0224666
8909,0.022465
8910,0.0224647
8911,0.0224653
8912,0.0224665
8913,0.022466200000000002
8914,0.0224665
8915,0.0224675
8916,0.0224687
8917,0.0224697
8918,0.022472
8919,0.0224717
8920,0.022472400000000003
8921,0.0224712
8922,0.0224695
8923,0.0224665
8924,0.022465
8925,0.0224652
8926,0.022466200000000002
8927,0.0224678
8928,0.022468000000000002
8929,0.0224679
8930,0.0224704
8931,0.022470900000000002
8932,0.0224726
8933,0.0224726
8934,0.0224717
8935,0.022468900000000003
8936,0.0224666
8937,0.0224644
8938,0.0224641
8939,0.0224638
8940,0.0224641
8941,0.022465400000000003
8942,0.022466200000000002
8943,0.0224667
8944,0.022467700000000004
8945,0.022468400000000003
8946,0.0224685
8947,0.022468900000000003
8948,0.0224686
8949,0.022466800000000002
8950,0.0224648
8951,0.022463
8952,0.022462700000000002
8953,0.022463499999999997
8954,0.022463499999999997
8955,0.022465
8956,0.022464599999999998
8957,0.0224656
8958,0.022465799999999998
8959,0.022466299999999998
8960,0.0224672
8961,0.0224673
8962,0.022466800000000002
8963,0.022465099999999998
8964,0.0224638
8965,0.022462
8966,0.0224618
8967,0.0224617
8968,0.022461500000000002
8969,0.0224629
8970,0.0224642
8971,0.0224644
8972,0.022464500000000002
8973,0.0224672
8974,0.0224685
8975,0.0224702
8976,0.022471900000000003
8977,0.022471599999999998
8978,0.022469799999999998
8979,0.022468799999999997
8980,0.0224656
8981,0.0224632
8982,0.0224636
8983,0.0224629
8984,0.0224642
8985,0.0224657
8986,0.0224673
8987,0.0224683
8988,0.0224712
8989,0.022474400000000002
8990,0.0224753
8991,0.0224739
8992,0.022472299999999997
8993,0.022467400000000002
8994,0.022464500000000002
8995,0.022462799999999998
8996,0.022462400000000004
8997,0.022463099999999996
8998,0.0224633
8999,0.0224649
9000,0.022468000000000002
9001,0.0224683
9002,0.0224702
9003,0.0224739
9004,0.022476
9005,0.0224762
9006,0.022474900000000003
9007,0.022471400000000002
9008,0.0224678
9009,0.0224657
9010,0.022465099999999998
9011,0.0224634
9012,0.022463999999999998
9013,0.022465099999999998
9014,0.0224667
9015,0.0224673
9016,0.022468799999999997
9017,0.0224699
9018,0.0224707
9019,0.0224696
9020,0.022468799999999997
9021,0.022467400000000002
9022,0.0224657
9023,0.022465
9024,0.0224642
9025,0.0224656
9026,0.022467700000000004
9027,0.0224686
9028,0.0224685
9029,0.0224697
9030,0.0224712
9031,0.0224727
9032,0.0224747
9033,0.022474599999999997
9034,0.0224717
9035,0.02247
9036,0.022468400000000003
9037,0.022466
9038,0.0224644
9039,0.0224643
9040,0.0224648
9041,0.0224652
9042,0.0224665
9043,0.0224672
9044,0.0224675
9045,0.0224683
9046,0.0224694
9047,0.0224702
9048,0.0224691
9049,0.022467400000000002
9050,0.0224657
9051,0.0224638
9052,0.022463099999999996
9053,0.0224633
9054,0.022463999999999998
9055,0.0224648
9056,0.0224656
9057,0.0224657
9058,0.022466299999999998
9059,0.022468000000000002
9060,0.0224691
9061,0.0224697
9062,0.0224682
9063,0.022466999999999997
9064,0.022465099999999998
9065,0.0224608
9066,0.02246
9067,0.0224606
9068,0.0224612
9069,0.022462799999999998
9070,0.0224636
9071,0.022463999999999998
9072,0.0224655
9073,0.0224673
9074,0.0224691
9075,0.0224706
9076,0.0224712
9077,0.022471099999999997
9078,0.0224683
9079,0.022466
9080,0.022465
9081,0.022464500000000002
9082,0.0224637
9083,0.022465099999999998
9084,0.022466200000000002
9085,0.022466800000000002
9086,0.0224682
9087,0.0224702
9088,0.0224732
9089,0.0224745
9090,0.0224753
9091,0.0224733
9092,0.0224691
9093,0.022466200000000002
9094,0.0224657
9095,0.0224648
9096,0.022465099999999998
9097,0.0224657
9098,0.0224665
9099,0.0224672
9100,0.0224683
9101,0.022471
9102,0.022475099999999998
9103,0.0224775
9104,0.0224787
9105,0.0224778
9106,0.022474599999999997
9107,0.0224704
9108,0.0224678
9109,0.022465799999999998
9110,0.0224655
9111,0.022466800000000002
9112,0.022466800000000002
9113,0.022468000000000002
9114,0.022468400000000003
9115,0.02247
9116,0.022472400000000003
9117,0.0224748
9118,0.0224762
9119,0.022474200000000003
9120,0.0224725
9121,0.0224691
9122,0.022467599999999997
9123,0.022466299999999998
9124,0.022466299999999998
9125,0.022466299999999998
9126,0.022468099999999998
9127,0.0224691
9128,0.0224699
9129,0.0224713
9130,0.022472299999999997
9131,0.022474400000000002
9132,0.0224737
9133,0.0224725
9134,0.022470900000000002
9135,0.0224682
9136,0.0224657
9137,0.0224643
9138,0.022463999999999998
9139,0.022465400000000003
9140,0.022466099999999996
9141,0.022467700000000004
9142,0.0224682
9143,0.0224691
9144,0.0224695
9145,0.0224701
9146,0.022471
9147,0.0224701
9148,0.0224682
9149,0.0224675
9150,0.0224664
9151,0.0224657
9152,0.0224655
9153,0.022466200000000002
9154,0.0224664
9155,0.022466800000000002
9156,0.0224666
9157,0.0224675
9158,0.0224686
9159,0.0224697
9160,0.0224703
9161,0.0224703
9162,0.022468900000000003
9163,0.022466
9164,0.0224644
9165,0.022463099999999996
9166,0.022463900000000002
9167,0.022463999999999998
9168,0.022463900000000002
9169,0.0224652
9170,0.022465799999999998
9171,0.022466200000000002
9172,0.0224669
9173,0.0224685
9174,0.0224699
9175,0.0224712
9176,0.022470900000000002
9177,0.0224696
9178,0.022468799999999997
9179,0.0224659
9180,0.0224647
9181,0.022465
9182,0.0224648
9183,0.022466299999999998
9184,0.022467700000000004
9185,0.0224686
9186,0.0224691
9187,0.0224703
9188,0.022472400000000003
9189,0.022474
9190,0.022472400000000003
9191,0.0224702
9192,0.0224687
9193,0.022466
9194,0.022465099999999998
9195,0.0224666
9196,0.022466
9197,0.0224652
9198,0.022465400000000003
9199,0.0224669
9200,0.0224682
9201,0.022469799999999998
9202,0.022471900000000003
9203,0.0224743
9204,0.0224753
9205,0.0224735
9206,0.022470900000000002
9207,0.022468400000000003
9208,0.0224671
9209,0.0224672
9210,0.0224664
9211,0.022467700000000004
9212,0.0224682
9213,0.022468799999999997
9214,0.022468900000000003
9215,0.022469299999999998
9216,0.0224701
9217,0.0224712
9218,0.0224712
9219,0.022471400000000002
9220,0.022470900000000002
9221,0.0224692
9222,0.0224675
9223,0.0224667
9224,0.022465799999999998
9225,0.022467400000000002
9226,0.0224675
9227,0.022468900000000003
9228,0.0224695
9229,0.0224704
9230,0.022471400000000002
9231,0.0224726
9232,0.0224736
9233,0.022474
9234,0.0224727
9235,0.02247
9236,0.0224671
9237,0.0224648
9238,0.0224647
9239,0.022466
9240,0.022466800000000002
9241,0.022466099999999996
9242,0.022466800000000002
9243,0.0224682
9244,0.0224695
9245,0.0224707
9246,0.0224701
9247,0.022471500000000002
9248,0.0224699
9249,0.022468099999999998
9250,0.0224667
9251,0.022465099999999998
9252,0.0224655
9253,0.0224652
9254,0.0224667
9255,0.022467400000000002
9256,0.0224679
9257,0.022467400000000002
9258,0.0224685
9259,0.0224694
9260,0.022469799999999998
9261,0.0224701
9262,0.0224692
9263,0.0224665
9264,0.0224637
9265,0.0224625
9266,0.022461500000000002
9267,0.0224625
9268,0.0224632
9269,0.0224653
9270,0.022466099999999996
9271,0.0224659
9272,0.022467700000000004
9273,0.0224695
9274,0.022472
9275,0.022474099999999997
9276,0.0224734
9277,0.0224706
9278,0.0224678
9279,0.022466200000000002
9280,0.022465
9281,0.0224647
9282,0.0224653
9283,0.022466200000000002
9284,0.0224673
9285,0.0224683
9286,0.0224702
9287,0.0224729
9288,0.0224753
9289,0.0224762
9290,0.022475799999999997
9291,0.0224727
9292,0.022468799999999997
9293,0.022466
9294,0.0224656
9295,0.0224642
9296,0.0224659
9297,0.0224673
9298,0.0224673
9299,0.0224678
9300,0.0224701
9301,0.022472400000000003
9302,0.0224764
9303,0.0224783
9304,0.0224768
9305,0.022474400000000002
9306,0.022471599999999998
9307,0.0224694
9308,0.0224683
9309,0.022467400000000002
9310,0.0224685
9311,0.022468799999999997
9312,0.0224695
9313,0.022470900000000002
9314,0.022471400000000002
9315,0.0224727
9316,0.0224748
9317,0.0224755
9318,0.0224737
9319,0.022471599999999998
9320,0.0224694
9321,0.0224683
9322,0.022467599999999997
9323,0.0224669
9324,0.0224671
9325,0.022467599999999997
9326,0.0224682
9327,0.0224696
9328,0.022470900000000002
9329,0.0224725
9330,0.0224752
9331,0.022474900000000003
9332,0.0224755
9333,0.0224736
9334,0.0224712
9335,0.0224685
9336,0.0224666
9337,0.0224655
9338,0.0224652
9339,0.0224653
9340,0.0224659
9341,0.022466299999999998
9342,0.022467400000000002
9343,0.022468900000000003
9344,0.0224696
9345,0.0224705
9346,0.0224722
9347,0.0224704
9348,0.022468000000000002
9349,0.0224656
9350,0.022463900000000002
9351,0.0224636
9352,0.0224644
9353,0.0224649
9354,0.022466299999999998
9355,0.0224653
9356,0.0224671
9357,0.0224685
9358,0.022469299999999998
9359,0.0224706
9360,0.0224708
9361,0.0224708
9362,0.0224683
9363,0.0224656
9364,0.022463499999999997
9365,0.0224629
9366,0.022463
9367,0.022463499999999997
9368,0.0224634
9369,0.022463499999999997
9370,0.022463900000000002
9371,0.022465099999999998
9372,0.022466299999999998
9373,0.0224673
9374,0.0224687
9375,0.0224697
9376,0.022469299999999998
9377,0.0224672
9378,0.022466
9379,0.0224655
9380,0.0224649
9381,0.0224643
9382,0.0224647
9383,0.0224657
9384,0.0224669
9385,0.022466999999999997
9386,0.0224682
9387,0.022471900000000003
9388,0.022473
9389,0.0224747
9390,0.0224737
9391,0.0224705
9392,0.0224672
9393,0.022464500000000002
9394,0.0224637
9395,0.0224633
9396,0.022465400000000003
9397,0.0224665
9398,0.022468000000000002
9399,0.022468799999999997
9400,0.0224702
9401,0.0224737
9402,0.0224768
9403,0.022478
9404,0.0224778
9405,0.0224755
9406,0.022472299999999997
9407,0.022467700000000004
9408,0.0224657
9409,0.0224656
9410,0.0224667
9411,0.0224672
9412,0.022468400000000003
9413,0.0224683
9414,0.02247
9415,0.022472
9416,0.0224736
9417,0.0224736
9418,0.022474200000000003
9419,0.0224731
9420,0.0224706
9421,0.0224678
9422,0.0224671
9423,0.0224648
9424,0.0224652
9425,0.022466200000000002
9426,0.022467700000000004
9427,0.0224686
9428,0.022469299999999998
9429,0.0224702
9430,0.0224721
9431,0.022474099999999997
9432,0.0224755
9433,0.0224743
9434,0.0224713
9435,0.0224682
9436,0.0224669
9437,0.0224657
9438,0.022465099999999998
9439,0.0224666
9440,0.0224682
9441,0.0224679
9442,0.022468900000000003
9443,0.022468799999999997
9444,0.0224713
9445,0.0224729
9446,0.0224729
9447,0.022472400000000003
9448,0.0224701
9449,0.0224672
9450,0.0224649
9451,0.0224636
9452,0.0224647
9453,0.0224656
9454,0.022466099999999996
9455,0.022466099999999996
9456,0.0224675
9457,0.0224686
9458,0.0224702
9459,0.022472400000000003
9460,0.0224739
9461,0.0224738
9462,0.0224713
9463,0.022468000000000002
9464,0.0224641
9465,0.022463
9466,0.022462799999999998
9467,0.0224636
9468,0.022466
9469,0.0224664
9470,0.0224664
9471,0.0224665
9472,0.0224692
9473,0.022471900000000003
9474,0.0224735
9475,0.0224734
9476,0.022471099999999997
9477,0.0224685
9478,0.022466299999999998
9479,0.022464500000000002
9480,0.0224641
9481,0.0224644
9482,0.022465
9483,0.0224655
9484,0.022467400000000002
9485,0.0224692
9486,0.0224713
9487,0.022475099999999998
9488,0.022477200000000003
9489,0.0224773
9490,0.0224756
9491,0.0224734
9492,0.0224695
9493,0.022466999999999997
9494,0.0224666
9495,0.022465799999999998
9496,0.0224667
9497,0.0224669
9498,0.022467700000000004
9499,0.0224702
9500,0.0224729
9501,0.0224764
9502,0.022478900000000003
9503,0.0224798
9504,0.0224809
9505,0.0224774
9506,0.0224726
9507,0.0224696
9508,0.0224679
9509,0.0224659
9510,0.0224672
9511,0.0224687
9512,0.022468799999999997
9513,0.0224703
9514,0.022471400000000002
9515,0.0224733
9516,0.022476
9517,0.022478599999999998
9518,0.0224783
9519,0.0224762
9520,0.0224725
9521,0.0224686
9522,0.022466299999999998
9523,0.0224642
9524,0.0224652
9525,0.0224666
9526,0.022468099999999998
9527,0.0224696
9528,0.022471099999999997
9529,0.0224731
9530,0.0224745
9531,0.0224759
9532,0.0224761
9533,0.0224748
9534,0.0224725
9535,0.0224682
9536,0.0224665
9537,0.022466200000000002
9538,0.022466200000000002
9539,0.022466999999999997
9540,0.022468000000000002
9541,0.0224683
9542,0.0224687
9543,0.0224706
9544,0.0224722
9545,0.0224717
9546,0.022472400000000003
9547,0.022471
9548,0.0224682
9549,0.022466299999999998
9550,0.0224659
9551,0.022466299999999998
9552,0.022465400000000003
9553,0.0224659
9554,0.0224664
9555,0.0224678
9556,0.0224679
9557,0.0224691
9558,0.0224708
9559,0.0224736
9560,0.0224738
9561,0.0224733
9562,0.0224707
9563,0.0224678
9564,0.0224652
9565,0.0224641
9566,0.0224641
9567,0.022465099999999998
9568,0.022466999999999997
9569,0.022467700000000004
9570,0.0224675
9571,0.022467700000000004
9572,0.0224695
9573,0.0224717
9574,0.0224739
9575,0.0224736
9576,0.022471599999999998
9577,0.0224687
9578,0.022466200000000002
9579,0.0224648
9580,0.0224659
9581,0.022467599999999997
9582,0.0224683
9583,0.022469
9584,0.022468099999999998
9585,0.0224696
9586,0.0224718
9587,0.022474900000000003
9588,0.0224773
9589,0.0224775
9590,0.022475799999999997
9591,0.022472799999999998
9592,0.022469799999999998
9593,0.022466299999999998
9594,0.022466299999999998
9595,0.022466099999999996
9596,0.0224665
9597,0.0224665
9598,0.0224683
9599,0.0224687
9600,0.0224704
9601,0.0224736
9602,0.0224763
9603,0.0224778
9604,0.022477700000000003
9605,0.0224767
9606,0.0224739
9607,0.0224707
9608,0.0224682
9609,0.0224678
9610,0.022468400000000003
9611,0.0224685
9612,0.0224696
9613,0.0224697
9614,0.0224704
9615,0.022472299999999997
9616,0.022475400000000003
9617,0.0224771
9618,0.0224766
9619,0.022474900000000003
9620,0.022471
9621,0.022468400000000003
9622,0.0224655
9623,0.022465799999999998
9624,0.022466
9625,0.0224682
9626,0.022468099999999998
9627,0.022469799999999998
9628,0.022471900000000003
9629,0.0224736
9630,0.022475
9631,0.0224763
9632,0.0224768
9633,0.0224756
9634,0.0224735
9635,0.0224705
9636,0.022467599999999997
9637,0.022466800000000002
9638,0.022466200000000002
9639,0.0224669
9640,0.022467599999999997
9641,0.0224687
9642,0.022468400000000003
9643,0.0224699
9644,0.0224726
9645,0.0224738
9646,0.022472799999999998
9647,0.0224721
9648,0.0224696
9649,0.022468099999999998
9650,0.022466999999999997
9651,0.022466
9652,0.0224665
9653,0.022466800000000002
9654,0.022466800000000002
9655,0.0224685
9656,0.022469299999999998
9657,0.0224703
9658,0.0224721
9659,0.0224734
9660,0.022474900000000003
9661,0.0224731
9662,0.022471099999999997
9663,0.022468400000000003
9664,0.0224665
9665,0.022465799999999998
9666,0.0224655
9667,0.022466099999999996
9668,0.022466999999999997
9669,0.0224675
9670,0.0224671
9671,0.0224683
9672,0.0224699
9673,0.022472400000000003
9674,0.0224732
9675,0.0224731
9676,0.0224713
9677,0.0224699
9678,0.0224673
9679,0.0224659
9680,0.0224659
9681,0.0224667
9682,0.022468000000000002
9683,0.0224683
9684,0.022468799999999997
9685,0.022470900000000002
9686,0.0224753
9687,0.022477200000000003
9688,0.022478900000000003
9689,0.022479
9690,0.022474900000000003
9691,0.0224721
9692,0.0224691
9693,0.022467700000000004
9694,0.022467700000000004
9695,0.022467700000000004
9696,0.022468099999999998
9697,0.0224696
9698,0.0224694
9699,0.0224721
9700,0.0224739
9701,0.022477200000000003
9702,0.0224801
9703,0.0224797
9704,0.022478
9705,0.0224756
9706,0.022471900000000003
9707,0.0224704
9708,0.0224696
9709,0.0224692
9710,0.0224699
9711,0.022471099999999997
9712,0.022471900000000003
9713,0.0224739
9714,0.0224757
9715,0.0224774
9716,0.022477700000000003
9717,0.0224782
9718,0.0224756
9719,0.0224737
9720,0.0224706
9721,0.0224691
9722,0.0224696
9723,0.0224685
9724,0.0224699
9725,0.0224696
9726,0.0224708
9727,0.022472
9728,0.0224735
9729,0.0224739
9730,0.0224748
9731,0.0224756
9732,0.0224737
9733,0.0224718
9734,0.02247
9735,0.0224696
9736,0.0224691
9737,0.022468900000000003
9738,0.0224691
9739,0.0224701
9740,0.02247
9741,0.0224697
9742,0.022471500000000002
9743,0.022471400000000002
9744,0.0224722
9745,0.0224729
9746,0.0224731
9747,0.022471599999999998
9748,0.0224696
9749,0.0224667
9750,0.0224652
9751,0.0224648
9752,0.022465400000000003
9753,0.0224657
9754,0.0224672
9755,0.0224686
9756,0.0224696
9757,0.0224706
9758,0.0224722
9759,0.0224727
9760,0.0224731
9761,0.022471599999999998
9762,0.0224703
9763,0.0224686
9764,0.022466299999999998
9765,0.022466
9766,0.022465099999999998
9767,0.022465099999999998
9768,0.022466299999999998
9769,0.022466800000000002
9770,0.0224682
9771,0.0224691
9772,0.0224712
9773,0.022472799999999998
9774,0.022474900000000003
9775,0.022474099999999997
9776,0.022471900000000003
9777,0.0224686
9778,0.0224672
9779,0.022466200000000002
9780,0.022466200000000002
9781,0.022467700000000004
9782,0.0224678
9783,0.022467599999999997
9784,0.022468099999999998
9785,0.022470900000000002
9786,0.0224733
9787,0.0224764
9788,0.022477599999999997
9789,0.022477200000000003
9790,0.022476
9791,0.022472299999999997
9792,0.0224691
9793,0.0224679
9794,0.0224675
9795,0.0224679
9796,0.022468099999999998
9797,0.0224702
9798,0.022470900000000002
9799,0.022471900000000003
9800,0.022474599999999997
9801,0.0224774
9802,0.022478599999999998
9803,0.022477700000000003
9804,0.0224771
9805,0.0224737
9806,0.022471400000000002
9807,0.0224701
9808,0.0224685
9809,0.022468900000000003
9810,0.0224701
9811,0.0224706
9812,0.022472
9813,0.022474
9814,0.0224755
9815,0.022477200000000003
9816,0.0224793
9817,0.02248
9818,0.0224768
9819,0.022472799999999998
9820,0.02247
9821,0.0224683
9822,0.022468000000000002
9823,0.0224686
9824,0.022468799999999997
9825,0.0224708
9826,0.0224718
9827,0.0224722
9828,0.0224732
9829,0.022474200000000003
9830,0.0224763
9831,0.022474900000000003
9832,0.0224752
9833,0.022472400000000003
9834,0.0224708
9835,0.0224696
9836,0.0224686
9837,0.022468099999999998
9838,0.0224683
9839,0.0224692
9840,0.0224702
9841,0.0224705
9842,0.022471
9843,0.0224722
9844,0.0224738
9845,0.0224734
9846,0.0224721
9847,0.0224704
9848,0.0224683
9849,0.022466800000000002
9850,0.0224665
9851,0.0224664
9852,0.022468400000000003
9853,0.0224695
9854,0.0224694
9855,0.0224705
9856,0.022471599999999998
9857,0.0224735
9858,0.0224748
